T: 8.500000	M: -0.239477
T: 8.600000	M: -0.237741
T: 8.700000	M: -0.236021
T: 8.800000	M: -0.230798
T: 8.900000	M: -0.229018
T: 9.000000	M: -0.226842
T: 9.100000	M: -0.224613
T: 9.200000	M: -0.220828
T: 9.300000	M: -0.219740
T: 9.400000	M: -0.215500
