T: 19.500000	M: -0.102804
T: 19.600000	M: -0.102466
T: 19.700000	M: -0.102669
T: 19.800000	M: -0.102688
T: 19.900000	M: -0.099983
T: 20.000000	M: -0.101660
T: 20.100000	M: -0.099423
T: 20.200000	M: -0.098751
T: 20.300000	M: -0.099095
T: 20.400000	M: -0.098467
