T: 13.500000	M: -0.149299
T: 13.600000	M: -0.148982
T: 13.700000	M: -0.147822
T: 13.800000	M: -0.146445
T: 13.900000	M: -0.146466
T: 14.000000	M: -0.144008
T: 14.100000	M: -0.141780
T: 14.200000	M: -0.140758
T: 14.300000	M: -0.141318
T: 14.400000	M: -0.140338
