T: 9.500000	M: -0.213881
T: 9.600000	M: -0.212299
T: 9.700000	M: -0.209350
T: 9.800000	M: -0.206903
T: 9.900000	M: -0.204342
T: 10.000000	M: -0.203236
T: 10.100000	M: -0.200538
T: 10.200000	M: -0.199872
T: 10.300000	M: -0.197024
T: 10.400000	M: -0.195098
