T: 15.500000	M: -0.129897
T: 15.600000	M: -0.129069
T: 15.700000	M: -0.128161
T: 15.800000	M: -0.127460
T: 15.900000	M: -0.126603
T: 16.000000	M: -0.125901
T: 16.100000	M: -0.124987
T: 16.200000	M: -0.124154
T: 16.300000	M: -0.123481
T: 16.400000	M: -0.122717
