T: 5.500000	M: -0.384376
T: 5.600000	M: -0.375209
T: 5.700000	M: -0.370769
T: 5.800000	M: -0.362463
T: 5.900000	M: -0.354848
T: 6.000000	M: -0.348834
T: 6.100000	M: -0.343413
T: 6.200000	M: -0.335276
T: 6.300000	M: -0.333648
T: 6.400000	M: -0.325697
