T: 16.500000	M: -0.122022
T: 16.600000	M: -0.121149
T: 16.700000	M: -0.120537
T: 16.800000	M: -0.119744
T: 16.900000	M: -0.118947
T: 17.000000	M: -0.118212
T: 17.100000	M: -0.117663
T: 17.200000	M: -0.116903
T: 17.300000	M: -0.116185
T: 17.400000	M: -0.115648
