T: 6.500000	M: -0.322015
T: 6.600000	M: -0.314502
T: 6.700000	M: -0.307761
T: 6.800000	M: -0.304124
T: 6.900000	M: -0.299150
T: 7.000000	M: -0.295511
T: 7.100000	M: -0.291665
T: 7.200000	M: -0.287237
T: 7.300000	M: -0.282638
T: 7.400000	M: -0.279291
