T: 1.500000	M: -1.951063
T: 1.600000	M: -1.928083
T: 1.700000	M: -1.898020
T: 1.800000	M: -1.859155
T: 1.900000	M: -1.809354
T: 2.000000	M: -1.746181
T: 2.100000	M: -1.662041
T: 2.200000	M: -1.545794
T: 2.300000	M: -1.346747
T: 2.400000	M: -1.205167
