T: 3.500000	M: -0.661667
T: 3.600000	M: -0.636915
T: 3.700000	M: -0.614998
T: 3.800000	M: -0.594879
T: 3.900000	M: -0.575648
T: 4.000000	M: -0.558942
T: 4.100000	M: -0.541438
T: 4.200000	M: -0.526959
T: 4.300000	M: -0.510297
T: 4.400000	M: -0.498096
