T: 7.500000	M: -0.274801
T: 7.600000	M: -0.271579
T: 7.700000	M: -0.266554
T: 7.800000	M: -0.266070
T: 7.900000	M: -0.260177
T: 8.000000	M: -0.256400
T: 8.100000	M: -0.254143
T: 8.200000	M: -0.250833
T: 8.300000	M: -0.246505
T: 8.400000	M: -0.245253
