0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.063424 0.063424 0.063169 0.062659 0.061897 0.060885 0.059629 0.058132 0.056402 0.054444 0.052267 0.049880 0.047291 0.044513 0.041555 0.038429 0.035149 0.031728 0.028179 0.024516 0.020754 0.016909 0.012996 0.009031 0.005029 0.001007 -0.003019 -0.007033 -0.011019 -0.014960 -0.018841 -0.022647 -0.026361 -0.029968 -0.033456 -0.036808 -0.040012 -0.043055 -0.045925 -0.048610 -0.051099 -0.053382 -0.055451 -0.057296 -0.058910 -0.060288 -0.061422 -0.062309 -0.062945 -0.063328 -0.063456 -0.063328 -0.062945 -0.062309 -0.061422 -0.060288 -0.058910 -0.057296 -0.055451 -0.053382 -0.051099 -0.048610 -0.045925 -0.043055 -0.040012 -0.036808 -0.033456 -0.029968 -0.026361 -0.022647 -0.018841 -0.014960 -0.011019 -0.007033 -0.003019 0.001007 0.005029 0.009031 0.012996 0.016909 0.020754 0.024516 0.028179 0.031728 0.035149 0.038429 0.041555 0.044513 0.047291 0.049880 0.052267 0.054444 0.056402 0.058132 0.059629 0.060885 0.061897 0.062659 0.063169 0.063424
0.126592 0.126592 0.126083 0.125065 0.123544 0.121526 0.119018 0.116031 0.112577 0.108669 0.104324 0.099559 0.094392 0.088846 0.082942 0.076704 0.070157 0.063328 0.056244 0.048933 0.041425 0.033751 0.025940 0.018025 0.010037 0.002010 -0.006027 -0.014038 -0.021994 -0.029860 -0.037607 -0.045202 -0.052615 -0.059816 -0.066776 -0.073468 -0.079863 -0.085937 -0.091665 -0.097024 -0.101992 -0.106550 -0.110678 -0.114361 -0.117584 -0.120332 -0.122597 -0.124367 -0.125637 -0.126401 -0.126656 -0.126401 -0.125637 -0.124367 -0.122597 -0.120332 -0.117584 -0.114361 -0.110678 -0.106550 -0.101992 -0.097024 -0.091665 -0.085937 -0.079863 -0.073468 -0.066776 -0.059816 -0.052615 -0.045202 -0.037607 -0.029860 -0.021994 -0.014038 -0.006027 0.002010 0.010037 0.018025 0.025940 0.033751 0.041425 0.048933 0.056244 0.063328 0.070157 0.076704 0.082942 0.088846 0.094392 0.099559 0.104324 0.108669 0.112577 0.116031 0.119018 0.121526 0.123544 0.125065 0.126083 0.126592
0.189251 0.189251 0.188489 0.186968 0.184694 0.181677 0.177928 0.173462 0.168298 0.162456 0.155960 0.148836 0.141113 0.132822 0.123996 0.114670 0.104883 0.094673 0.084082 0.073153 0.061929 0.050456 0.038779 0.026947 0.015006 0.003004 -0.009009 -0.020987 -0.032880 -0.044640 -0.056221 -0.067575 -0.078657 -0.089423 -0.099828 -0.109832 -0.119393 -0.128473 -0.137037 -0.145048 -0.152475 -0.159288 -0.165460 -0.170966 -0.175783 -0.179893 -0.183278 -0.185925 -0.187823 -0.188965 -0.189347 -0.188965 -0.187823 -0.185925 -0.183278 -0.179893 -0.175783 -0.170966 -0.165460 -0.159288 -0.152475 -0.145048 -0.137037 -0.128473 -0.119393 -0.109832 -0.099828 -0.089423 -0.078657 -0.067575 -0.056221 -0.044640 -0.032880 -0.020987 -0.009009 0.003004 0.015006 0.026947 0.038779 0.050456 0.061929 0.073153 0.084082 0.094673 0.104883 0.114670 0.123996 0.132822 0.141113 0.148836 0.155960 0.162456 0.168298 0.173462 0.177928 0.181677 0.184694 0.186968 0.188489 0.189251
0.251148 0.251148 0.250137 0.248118 0.245101 0.241096 0.236121 0.230195 0.223342 0.215589 0.206969 0.197515 0.187266 0.176263 0.164550 0.152174 0.139186 0.125637 0.111583 0.097079 0.082184 0.066958 0.051463 0.035760 0.019913 0.003987 -0.011956 -0.027851 -0.043633 -0.059240 -0.074609 -0.089676 -0.104383 -0.118670 -0.132478 -0.145754 -0.158442 -0.170492 -0.181856 -0.192487 -0.202344 -0.211386 -0.219576 -0.226882 -0.233275 -0.238729 -0.243221 -0.246734 -0.249253 -0.250769 -0.251274 -0.250769 -0.249253 -0.246734 -0.243221 -0.238729 -0.233275 -0.226882 -0.219576 -0.211386 -0.202344 -0.192487 -0.181856 -0.170492 -0.158442 -0.145754 -0.132478 -0.118670 -0.104383 -0.089676 -0.074609 -0.059240 -0.043633 -0.027851 -0.011956 0.003987 0.019913 0.035760 0.051463 0.066958 0.082184 0.097079 0.111583 0.125637 0.139186 0.152174 0.164550 0.176263 0.187266 0.197515 0.206969 0.215589 0.223342 0.230195 0.236121 0.241096 0.245101 0.248118 0.250137 0.251148
0.312033 0.312033 0.310777 0.308269 0.304520 0.299545 0.293363 0.286000 0.277486 0.267854 0.257144 0.245398 0.232665 0.218994 0.204441 0.189066 0.172929 0.156095 0.138633 0.120613 0.102108 0.083191 0.063939 0.044429 0.024741 0.004953 -0.014855 -0.034603 -0.054211 -0.073602 -0.092696 -0.111417 -0.129689 -0.147439 -0.164595 -0.181088 -0.196853 -0.211824 -0.225943 -0.239152 -0.251398 -0.262631 -0.272808 -0.281885 -0.289828 -0.296603 -0.302185 -0.306549 -0.309679 -0.311562 -0.312191 -0.311562 -0.309679 -0.306549 -0.302185 -0.296603 -0.289828 -0.281885 -0.272808 -0.262631 -0.251398 -0.239152 -0.225943 -0.211824 -0.196853 -0.181088 -0.164595 -0.147439 -0.129689 -0.111417 -0.092696 -0.073602 -0.054211 -0.034603 -0.014855 0.004953 0.024741 0.044429 0.063939 0.083191 0.102108 0.120613 0.138633 0.156095 0.172929 0.189066 0.204441 0.218994 0.232665 0.245398 0.257144 0.267854 0.277486 0.286000 0.293363 0.299545 0.304520 0.308269 0.310777 0.312033
0.371662 0.371662 0.370166 0.367179 0.362713 0.356787 0.349424 0.340655 0.330513 0.319041 0.306284 0.292294 0.277126 0.260843 0.243510 0.225196 0.205975 0.185925 0.165126 0.143662 0.121620 0.099088 0.076157 0.052920 0.029469 0.005900 -0.017693 -0.041215 -0.064571 -0.087667 -0.110410 -0.132708 -0.154472 -0.175614 -0.196049 -0.215694 -0.234471 -0.252303 -0.269120 -0.284853 -0.299439 -0.312820 -0.324941 -0.335753 -0.345213 -0.353284 -0.359931 -0.365130 -0.368858 -0.371101 -0.371850 -0.371101 -0.368858 -0.365130 -0.359931 -0.353284 -0.345213 -0.335753 -0.324941 -0.312820 -0.299439 -0.284853 -0.269120 -0.252303 -0.234471 -0.215694 -0.196049 -0.175614 -0.154472 -0.132708 -0.110410 -0.087667 -0.064571 -0.041215 -0.017693 0.005900 0.029469 0.052920 0.076157 0.099088 0.121620 0.143662 0.165126 0.185925 0.205975 0.225196 0.243510 0.260843 0.277126 0.292294 0.306284 0.319041 0.330513 0.340655 0.349424 0.356787 0.362713 0.367179 0.370166 0.371662
0.429795 0.429795 0.428064 0.424610 0.419446 0.412593 0.404079 0.393937 0.382209 0.368943 0.354190 0.338012 0.320472 0.301642 0.281598 0.260419 0.238192 0.215006 0.190954 0.166133 0.140643 0.114587 0.088069 0.061197 0.034078 0.006823 -0.020461 -0.047662 -0.074671 -0.101379 -0.127679 -0.153465 -0.178633 -0.203082 -0.226713 -0.249431 -0.271145 -0.291767 -0.311214 -0.329408 -0.346275 -0.361749 -0.375765 -0.388269 -0.399209 -0.408541 -0.416229 -0.422241 -0.426552 -0.429146 -0.430011 -0.429146 -0.426552 -0.422241 -0.416229 -0.408541 -0.399209 -0.388269 -0.375765 -0.361749 -0.346275 -0.329408 -0.311214 -0.291767 -0.271145 -0.249431 -0.226713 -0.203082 -0.178633 -0.153465 -0.127679 -0.101379 -0.074671 -0.047662 -0.020461 0.006823 0.034078 0.061197 0.088069 0.114587 0.140643 0.166133 0.190954 0.215006 0.238192 0.260419 0.281598 0.301642 0.320472 0.338012 0.354190 0.368943 0.382209 0.393937 0.404079 0.412593 0.419446 0.424610 0.428064 0.429795
0.486197 0.486197 0.484239 0.480331 0.474490 0.466737 0.457106 0.445633 0.432367 0.417359 0.400671 0.382369 0.362528 0.341227 0.318552 0.294594 0.269450 0.243221 0.216012 0.187934 0.159099 0.129624 0.099626 0.069228 0.038550 0.007718 -0.023146 -0.053916 -0.084470 -0.114683 -0.144434 -0.173604 -0.202075 -0.229732 -0.256464 -0.282164 -0.306727 -0.330055 -0.352054 -0.372636 -0.391717 -0.409221 -0.425077 -0.439221 -0.451597 -0.462154 -0.470851 -0.477651 -0.482528 -0.485462 -0.486442 -0.485462 -0.482528 -0.477651 -0.470851 -0.462154 -0.451597 -0.439221 -0.425077 -0.409221 -0.391717 -0.372636 -0.352054 -0.330055 -0.306727 -0.282164 -0.256464 -0.229732 -0.202075 -0.173604 -0.144434 -0.114683 -0.084470 -0.053916 -0.023146 0.007718 0.038550 0.069228 0.099626 0.129624 0.159099 0.187934 0.216012 0.243221 0.269450 0.294594 0.318552 0.341227 0.362528 0.382369 0.400671 0.417359 0.432367 0.445633 0.457106 0.466737 0.474490 0.480331 0.484239 0.486197
0.540641 0.540641 0.538464 0.534119 0.527623 0.519002 0.508292 0.495535 0.480783 0.464095 0.445537 0.425186 0.403123 0.379437 0.354223 0.327582 0.299623 0.270457 0.240201 0.208979 0.176915 0.144139 0.110783 0.076980 0.042867 0.008582 -0.025738 -0.059954 -0.093929 -0.127525 -0.160608 -0.193044 -0.224703 -0.255458 -0.285183 -0.313760 -0.341074 -0.367015 -0.391477 -0.414364 -0.435581 -0.455045 -0.472677 -0.488405 -0.502166 -0.513906 -0.523576 -0.531138 -0.536561 -0.539824 -0.540913 -0.539824 -0.536561 -0.531138 -0.523576 -0.513906 -0.502166 -0.488405 -0.472677 -0.455045 -0.435581 -0.414364 -0.391477 -0.367015 -0.341074 -0.313760 -0.285183 -0.255458 -0.224703 -0.193044 -0.160608 -0.127525 -0.093929 -0.059954 -0.025738 0.008582 0.042867 0.076980 0.110783 0.144139 0.176915 0.208979 0.240201 0.270457 0.299623 0.327582 0.354223 0.379437 0.403123 0.425186 0.445537 0.464095 0.480783 0.495535 0.508292 0.519002 0.527623 0.534119 0.538464 0.540641
