0.592908 0.592908 0.590520 0.585755 0.578631 0.569178 0.557432 0.543442 0.527263 0.508961 0.488610 0.466292 0.442096 0.416120 0.388468 0.359252 0.328589 0.296603 0.263423 0.229182 0.194019 0.158074 0.121493 0.084422 0.047012 0.009412 -0.028226 -0.065750 -0.103009 -0.139854 -0.176135 -0.211707 -0.246427 -0.280154 -0.312754 -0.344094 -0.374048 -0.402496 -0.429324 -0.454423 -0.477692 -0.499037 -0.518373 -0.535622 -0.550714 -0.563588 -0.574194 -0.582487 -0.588434 -0.592012 -0.593207 -0.592012 -0.588434 -0.582487 -0.574194 -0.563588 -0.550714 -0.535622 -0.518373 -0.499037 -0.477692 -0.454423 -0.429324 -0.402496 -0.374048 -0.344094 -0.312754 -0.280154 -0.246427 -0.211707 -0.176135 -0.139854 -0.103009 -0.065750 -0.028226 0.009412 0.047012 0.084422 0.121493 0.158074 0.194019 0.229182 0.263423 0.296603 0.328589 0.359252 0.388468 0.416120 0.442096 0.466292 0.488610 0.508961 0.527263 0.543442 0.557432 0.569178 0.578631 0.585755 0.590520 0.592908
0.642788 0.642788 0.640199 0.635033 0.627310 0.617061 0.604327 0.589160 0.571620 0.551779 0.529716 0.505520 0.479288 0.451126 0.421148 0.389474 0.356232 0.321556 0.285584 0.248463 0.210341 0.171372 0.131714 0.091524 0.050967 0.010204 -0.030600 -0.071281 -0.111675 -0.151619 -0.190953 -0.229518 -0.267158 -0.303723 -0.339065 -0.373041 -0.405516 -0.436357 -0.465442 -0.492652 -0.517878 -0.541020 -0.561982 -0.580682 -0.597044 -0.611002 -0.622499 -0.631490 -0.637937 -0.641817 -0.643111 -0.641817 -0.637937 -0.631490 -0.622499 -0.611002 -0.597044 -0.580682 -0.561982 -0.541020 -0.517878 -0.492652 -0.465442 -0.436357 -0.405516 -0.373041 -0.339065 -0.303723 -0.267158 -0.229518 -0.190953 -0.151619 -0.111675 -0.071281 -0.030600 0.010204 0.050967 0.091524 0.131714 0.171372 0.210341 0.248463 0.285584 0.321556 0.356232 0.389474 0.421148 0.451126 0.479288 0.505520 0.529716 0.551779 0.571620 0.589160 0.604327 0.617061 0.627310 0.635033 0.640199 0.642788
0.690079 0.690079 0.687300 0.681754 0.673463 0.662459 0.648789 0.632506 0.613676 0.592375 0.568688 0.542712 0.514550 0.484317 0.452133 0.418129 0.382441 0.345213 0.306595 0.266743 0.225816 0.183981 0.141404 0.098258 0.054716 0.010954 -0.032852 -0.076526 -0.119891 -0.162774 -0.205002 -0.246404 -0.286814 -0.326069 -0.364010 -0.400487 -0.435350 -0.468461 -0.499685 -0.528897 -0.555980 -0.580824 -0.603329 -0.623405 -0.640970 -0.655954 -0.668298 -0.677950 -0.684872 -0.689037 -0.690427 -0.689037 -0.684872 -0.677950 -0.668298 -0.655954 -0.640970 -0.623405 -0.603329 -0.580824 -0.555980 -0.528897 -0.499685 -0.468461 -0.435350 -0.400487 -0.364010 -0.326069 -0.286814 -0.246404 -0.205002 -0.162774 -0.119891 -0.076526 -0.032852 0.010954 0.054716 0.098258 0.141404 0.183981 0.225816 0.266743 0.306595 0.345213 0.382441 0.418129 0.452133 0.484317 0.514550 0.542712 0.568688 0.592375 0.613676 0.632506 0.648789 0.662459 0.673463 0.681754 0.687300 0.690079
0.734592 0.734592 0.731634 0.725730 0.716904 0.705191 0.690638 0.673305 0.653260 0.630585 0.605371 0.577719 0.547741 0.515557 0.481298 0.445100 0.407110 0.367481 0.326372 0.283949 0.240382 0.195848 0.150525 0.104596 0.058246 0.011661 -0.034971 -0.081462 -0.127625 -0.173274 -0.218225 -0.262298 -0.305314 -0.347101 -0.387491 -0.426320 -0.463432 -0.498678 -0.531917 -0.563013 -0.591843 -0.618289 -0.642246 -0.663616 -0.682315 -0.698266 -0.711405 -0.721680 -0.729049 -0.733482 -0.734962 -0.733482 -0.729049 -0.721680 -0.711405 -0.698266 -0.682315 -0.663616 -0.642246 -0.618289 -0.591843 -0.563013 -0.531917 -0.498678 -0.463432 -0.426320 -0.387491 -0.347101 -0.305314 -0.262298 -0.218225 -0.173274 -0.127625 -0.081462 -0.034971 0.011661 0.058246 0.104596 0.150525 0.195848 0.240382 0.283949 0.326372 0.367481 0.407110 0.445100 0.481298 0.515557 0.547741 0.577719 0.605371 0.630585 0.653260 0.673305 0.690638 0.705191 0.716904 0.725730 0.731634 0.734592
0.776146 0.776146 0.773021 0.766783 0.757458 0.745082 0.729706 0.711392 0.690214 0.666256 0.639616 0.610400 0.578726 0.544721 0.508524 0.470279 0.430140 0.388269 0.344834 0.300011 0.253981 0.206927 0.159040 0.110513 0.061541 0.012321 -0.036949 -0.086070 -0.134844 -0.183076 -0.230570 -0.277136 -0.322585 -0.366736 -0.409410 -0.450436 -0.489648 -0.526888 -0.562007 -0.594862 -0.625322 -0.653265 -0.678577 -0.701156 -0.720912 -0.737766 -0.751648 -0.762504 -0.770290 -0.774974 -0.776537 -0.774974 -0.770290 -0.762504 -0.751648 -0.737766 -0.720912 -0.701156 -0.678577 -0.653265 -0.625322 -0.594862 -0.562007 -0.526888 -0.489648 -0.450436 -0.409410 -0.366736 -0.322585 -0.277136 -0.230570 -0.183076 -0.134844 -0.086070 -0.036949 0.012321 0.061541 0.110513 0.159040 0.206927 0.253981 0.300011 0.344834 0.388269 0.430140 0.470279 0.508524 0.544721 0.578726 0.610400 0.639616 0.666256 0.690214 0.711392 0.729706 0.745082 0.757458 0.766783 0.773021 0.776146
0.814576 0.814576 0.811296 0.804749 0.794962 0.781974 0.765837 0.746616 0.724389 0.699245 0.671285 0.640622 0.607380 0.571692 0.533703 0.493564 0.451437 0.407493 0.361908 0.314866 0.266556 0.217172 0.166915 0.115985 0.064588 0.012931 -0.038779 -0.090332 -0.141521 -0.192140 -0.241986 -0.290857 -0.338558 -0.384894 -0.429682 -0.472738 -0.513892 -0.552976 -0.589833 -0.624316 -0.656284 -0.685610 -0.712175 -0.735873 -0.756607 -0.774295 -0.788865 -0.800258 -0.808430 -0.813345 -0.814986 -0.813345 -0.808430 -0.800258 -0.788865 -0.774295 -0.756607 -0.735873 -0.712175 -0.685610 -0.656284 -0.624316 -0.589833 -0.552976 -0.513892 -0.472738 -0.429682 -0.384894 -0.338558 -0.290857 -0.241986 -0.192140 -0.141521 -0.090332 -0.038779 0.012931 0.064588 0.115985 0.166915 0.217172 0.266556 0.314866 0.361908 0.407493 0.451437 0.493564 0.533703 0.571692 0.607380 0.640622 0.671285 0.699245 0.724389 0.746616 0.765837 0.781974 0.794962 0.804749 0.811296 0.814576
0.849725 0.849725 0.846304 0.839475 0.829265 0.815716 0.798883 0.778833 0.755647 0.729418 0.700251 0.668266 0.633589 0.596361 0.556732 0.514861 0.470917 0.425077 0.377525 0.328453 0.278058 0.226544 0.174117 0.120989 0.067375 0.013489 -0.040452 -0.094229 -0.147628 -0.200431 -0.252428 -0.303408 -0.353167 -0.401503 -0.448223 -0.493137 -0.536067 -0.576837 -0.615285 -0.651255 -0.684603 -0.715195 -0.742906 -0.767626 -0.789255 -0.807706 -0.822905 -0.834790 -0.843314 -0.848442 -0.850153 -0.848442 -0.843314 -0.834790 -0.822905 -0.807706 -0.789255 -0.767626 -0.742906 -0.715195 -0.684603 -0.651255 -0.615285 -0.576837 -0.536067 -0.493137 -0.448223 -0.401503 -0.353167 -0.303408 -0.252428 -0.200431 -0.147628 -0.094229 -0.040452 0.013489 0.067375 0.120989 0.174117 0.226544 0.278058 0.328453 0.377525 0.425077 0.470917 0.514861 0.556732 0.596361 0.633589 0.668266 0.700251 0.729418 0.755647 0.778833 0.798883 0.815716 0.829265 0.839475 0.846304 0.849725
0.881453 0.881453 0.877904 0.870820 0.860229 0.846174 0.828712 0.807914 0.783862 0.756653 0.726398 0.693218 0.657247 0.618629 0.577520 0.534086 0.488501 0.440949 0.391621 0.340717 0.288440 0.235003 0.180618 0.125507 0.069890 0.013992 -0.041962 -0.097748 -0.153140 -0.207915 -0.261853 -0.314737 -0.366353 -0.416495 -0.464959 -0.511551 -0.556083 -0.598376 -0.638259 -0.675573 -0.710166 -0.741899 -0.770645 -0.796289 -0.818725 -0.837865 -0.853631 -0.865960 -0.874802 -0.880122 -0.881897 -0.880122 -0.874802 -0.865960 -0.853631 -0.837865 -0.818725 -0.796289 -0.770645 -0.741899 -0.710166 -0.675573 -0.638259 -0.598376 -0.556083 -0.511551 -0.464959 -0.416495 -0.366353 -0.314737 -0.261853 -0.207915 -0.153140 -0.097748 -0.041962 0.013992 0.069890 0.125507 0.180618 0.235003 0.288440 0.340717 0.391621 0.440949 0.488501 0.534086 0.577520 0.618629 0.657247 0.693218 0.726398 0.756653 0.783862 0.807914 0.828712 0.846174 0.860229 0.870820 0.877904 0.881453
0.909632 0.909632 0.905969 0.898658 0.887729 0.873225 0.855205 0.833741 0.808920 0.780842 0.749620 0.715379 0.678258 0.638405 0.595982 0.551159 0.504117 0.455045 0.404141 0.351609 0.297661 0.242515 0.186393 0.129519 0.072125 0.014439 -0.043304 -0.100873 -0.158036 -0.214562 -0.270224 -0.324799 -0.378065 -0.429809 -0.479823 -0.527904 -0.573860 -0.617505 -0.658663 -0.697170 -0.732869 -0.765617 -0.795282 -0.821745 -0.844899 -0.864650 -0.880921 -0.893644 -0.902768 -0.908258 -0.910090 -0.908258 -0.902768 -0.893644 -0.880921 -0.864650 -0.844899 -0.821745 -0.795282 -0.765617 -0.732869 -0.697170 -0.658663 -0.617505 -0.573860 -0.527904 -0.479823 -0.429809 -0.378065 -0.324799 -0.270224 -0.214562 -0.158036 -0.100873 -0.043304 0.014439 0.072125 0.129519 0.186393 0.242515 0.297661 0.351609 0.404141 0.455045 0.504117 0.551159 0.595982 0.638405 0.678258 0.715379 0.749620 0.780842 0.808920 0.833741 0.855205 0.873225 0.887729 0.898658 0.905969 0.909632
0.934148 0.934148 0.930386 0.922879 0.911655 0.896760 0.878254 0.856212 0.830722 0.801887 0.769823 0.734660 0.696538 0.655611 0.612045 0.566014 0.517704 0.467309 0.415033 0.361085 0.305684 0.249051 0.191416 0.133010 0.074068 0.014829 -0.044471 -0.103591 -0.162295 -0.220345 -0.277507 -0.333552 -0.388255 -0.441393 -0.492755 -0.542132 -0.589326 -0.634147 -0.676415 -0.715959 -0.752620 -0.786251 -0.816716 -0.843892 -0.867670 -0.887954 -0.904663 -0.917729 -0.927099 -0.932737 -0.934618 -0.932737 -0.927099 -0.917729 -0.904663 -0.887954 -0.867670 -0.843892 -0.816716 -0.786251 -0.752620 -0.715959 -0.676415 -0.634147 -0.589326 -0.542132 -0.492755 -0.441393 -0.388255 -0.333552 -0.277507 -0.220345 -0.162295 -0.103591 -0.044471 0.014829 0.074068 0.133010 0.191416 0.249051 0.305684 0.361085 0.415033 0.467309 0.517704 0.566014 0.612045 0.655611 0.696538 0.734660 0.769823 0.801887 0.830722 0.856212 0.878254 0.896760 0.911655 0.922879 0.930386 0.934148
0.954902 0.954902 0.951057 0.943383 0.931909 0.916684 0.897767 0.875235 0.849178 0.819703 0.786927 0.750982 0.712013 0.670177 0.625643 0.578589 0.529206 0.477692 0.424254 0.369108 0.312475 0.254585 0.195669 0.135965 0.075714 0.015158 -0.045459 -0.105893 -0.165901 -0.225240 -0.283673 -0.340963 -0.396881 -0.451200 -0.503702 -0.554177 -0.602419 -0.648237 -0.691443 -0.731866 -0.769342 -0.803720 -0.834861 -0.862641 -0.886947 -0.907682 -0.924762 -0.938118 -0.947697 -0.953460 -0.955383 -0.953460 -0.947697 -0.938118 -0.924762 -0.907682 -0.886947 -0.862641 -0.834861 -0.803720 -0.769342 -0.731866 -0.691443 -0.648237 -0.602419 -0.554177 -0.503702 -0.451200 -0.396881 -0.340963 -0.283673 -0.225240 -0.165901 -0.105893 -0.045459 0.015158 0.075714 0.135965 0.195669 0.254585 0.312475 0.369108 0.424254 0.477692 0.529206 0.578589 0.625643 0.670177 0.712013 0.750982 0.786927 0.819703 0.849178 0.875235 0.897767 0.916684 0.931909 0.943383 0.951057 0.954902
0.971812 0.971812 0.967898 0.960088 0.948411 0.932916 0.913664 0.890733 0.864216 0.834218 0.800862 0.764280 0.724621 0.682045 0.636722 0.588835 0.538577 0.486151 0.431766 0.375644 0.318009 0.259093 0.199134 0.138373 0.077055 0.015426 -0.046264 -0.107768 -0.168838 -0.229229 -0.288696 -0.347001 -0.403908 -0.459190 -0.512622 -0.563990 -0.613087 -0.659715 -0.703687 -0.744826 -0.782965 -0.817952 -0.849645 -0.877916 -0.902653 -0.923755 -0.941138 -0.954730 -0.964479 -0.970344 -0.972301 -0.970344 -0.964479 -0.954730 -0.941138 -0.923755 -0.902653 -0.877916 -0.849645 -0.817952 -0.782965 -0.744826 -0.703687 -0.659715 -0.613087 -0.563990 -0.512622 -0.459190 -0.403908 -0.347001 -0.288696 -0.229229 -0.168838 -0.107768 -0.046264 0.015426 0.077055 0.138373 0.199134 0.259093 0.318009 0.375644 0.431766 0.486151 0.538577 0.588835 0.636722 0.682045 0.724621 0.764280 0.800862 0.834218 0.864216 0.890733 0.913664 0.932916 0.948411 0.960088 0.967898 0.971812
0.984808 0.984808 0.980842 0.972927 0.961095 0.945392 0.925883 0.902645 0.875773 0.845374 0.811572 0.774501 0.734312 0.691166 0.645237 0.596710 0.545780 0.492652 0.437541 0.380667 0.322261 0.262558 0.201797 0.140223 0.078085 0.015633 -0.046883 -0.109209 -0.171096 -0.232294 -0.292557 -0.351641 -0.409310 -0.465330 -0.519477 -0.571532 -0.621286 -0.668538 -0.713098 -0.754787 -0.793436 -0.828890 -0.861007 -0.889657 -0.914724 -0.936109 -0.953724 -0.967498 -0.977377 -0.983320 -0.985304 -0.983320 -0.977377 -0.967498 -0.953724 -0.936109 -0.914724 -0.889657 -0.861007 -0.828890 -0.793436 -0.754787 -0.713098 -0.668538 -0.621286 -0.571532 -0.519477 -0.465330 -0.409310 -0.351641 -0.292557 -0.232294 -0.171096 -0.109209 -0.046883 0.015633 0.078085 0.140223 0.201797 0.262558 0.322261 0.380667 0.437541 0.492652 0.545780 0.596710 0.645237 0.691166 0.734312 0.774501 0.811572 0.845374 0.875773 0.902645 0.925883 0.945392 0.961095 0.972927 0.980842 0.984808
0.993838 0.993838 0.989837 0.981849 0.969908 0.954061 0.934373 0.910922 0.883804 0.853126 0.819014 0.781603 0.741046 0.697504 0.651154 0.602181 0.550784 0.497170 0.441553 0.384158 0.325216 0.264965 0.203647 0.141509 0.078801 0.015776 -0.047313 -0.110211 -0.172665 -0.234424 -0.295240 -0.354866 -0.413063 -0.469598 -0.524241 -0.576773 -0.626983 -0.674668 -0.719637 -0.761708 -0.800712 -0.836491 -0.868903 -0.897815 -0.923113 -0.944693 -0.962469 -0.976370 -0.986339 -0.992337 -0.994339 -0.992337 -0.986339 -0.976370 -0.962469 -0.944693 -0.923113 -0.897815 -0.868903 -0.836491 -0.800712 -0.761708 -0.719637 -0.674668 -0.626983 -0.576773 -0.524241 -0.469598 -0.413063 -0.354866 -0.295240 -0.234424 -0.172665 -0.110211 -0.047313 0.015776 0.078801 0.141509 0.203647 0.264965 0.325216 0.384158 0.441553 0.497170 0.550784 0.602181 0.651154 0.697504 0.741046 0.781603 0.819014 0.853126 0.883804 0.910922 0.934373 0.954061 0.969908 0.981849 0.989837 0.993838
0.998867 0.998867 0.994845 0.986817 0.974816 0.958889 0.939101 0.915532 0.888276 0.857443 0.823158 0.785558 0.744795 0.701033 0.654448 0.605228 0.553571 0.499685 0.443787 0.386102 0.326862 0.266306 0.204678 0.142225 0.079200 0.015856 -0.047552 -0.110768 -0.173539 -0.235611 -0.296733 -0.356662 -0.415154 -0.471974 -0.526894 -0.579692 -0.630156 -0.678082 -0.723278 -0.765562 -0.804763 -0.840724 -0.873299 -0.902358 -0.927784 -0.949473 -0.967339 -0.981311 -0.991330 -0.997358 -0.999370 -0.997358 -0.991330 -0.981311 -0.967339 -0.949473 -0.927784 -0.902358 -0.873299 -0.840724 -0.804763 -0.765562 -0.723278 -0.678082 -0.630156 -0.579692 -0.526894 -0.471974 -0.415154 -0.356662 -0.296733 -0.235611 -0.173539 -0.110768 -0.047552 0.015856 0.079200 0.142225 0.204678 0.266306 0.326862 0.386102 0.443787 0.499685 0.553571 0.605228 0.654448 0.701033 0.744795 0.785558 0.823158 0.857443 0.888276 0.915532 0.939101 0.958889 0.974816 0.986817 0.994845 0.998867
