time_steps: 100 max_error: 1.442112E-02 instructions:
time_steps: 100 max_error: 5.007973E-04 instructions:
time_steps: 100 max_error: 2.521999E-07 instructions:

time_steps: 500 max_error: 2.804109E-03 instructions:
time_steps: 500 max_error: 1.884579E-05 instructions:
time_steps: 500 max_error: 3.775273E-10 instructions:

time_steps: 1000 max_error: 1.397168E-03 instructions:
time_steps: 1000 max_error: 4.676069E-06 instructions:
time_steps: 1000 max_error: 2.340066E-11 instructions:

time_steps: 5000 max_error: 2.786580E-04 instructions:
time_steps: 5000 max_error: 1.859218E-07 instructions:
time_steps: 5000 max_error: 3.893676E-14 instructions:

time_steps: 10000 max_error: 1.392806E-04 instructions:
time_steps: 10000 max_error: 4.644558E-08 instructions:
time_steps: 10000 max_error: 2.417930E-14 instructions:

time_steps: 50000 max_error: 2.784839E-05 instructions:
time_steps: 50000 max_error: 1.856691E-09 instructions:
time_steps: 50000 max_error: 4.162470E-14 instructions:

