0.000000	0.000000
243.627184	246.696185
483.973418	487.633965
721.182934	722.990679
955.390644	952.931925
1186.722925	1177.612556
1415.298323	1397.177574
1641.228188	1611.762927
1864.617241	1821.496234
2085.564091	2026.497433
2304.161695	2226.879371
2520.497780	2422.748335
2734.655225	2614.204536
2946.712407	2801.342547
3156.743518	2984.251706
3364.818851	3163.016482
3571.005066	3337.716806
3775.365427	3508.428382
3977.960029	3675.222961
4178.845996	3838.168608
4378.077669	3997.329932
4575.706782	4152.768308
4771.782612	4304.542080
4966.352133	4452.706745
5159.460149	4597.315128
5351.149417	4738.417539
5541.460767	4876.061927
5730.433205	5010.294010
5918.104018	5141.157412
6104.508863	5268.693774
6289.681855	5392.942872
6473.655646	5513.942716
6656.461505	5631.729650
6838.129381	5746.338441
7018.687972	5857.802367
7198.164789	5966.153289
7376.586208	6071.421737
7553.977525	6173.636970
7730.363009	6272.827046
7905.765947	6369.018885
8080.208685	6462.238327
8253.712676	6552.510184
8426.298514	6639.858298
8597.985971	6724.305582
8768.794035	6805.874075
8938.740936	6884.584979
9107.844183	6960.458706
9276.120590	7033.514915
9443.586300	7103.772548
9610.256816	7171.249870
9776.147022	7235.964498
9941.271205	7297.933438
10105.643080	7357.173112
10269.275805	7413.699391
10432.182006	7467.527621
10594.373789	7518.672650
10755.862764	7567.148854
10916.660054	7612.970162
11076.776316	7656.150080
11236.221754	7696.701714
11395.006132	7734.637791
11553.138787	7769.970682
11710.628642	7802.712418
11867.484219	7832.874717
12023.713649	7860.468996
12179.324681	7885.506393
12334.324697	7907.997784
12488.720718	7927.953802
12642.519413	7945.384851
12795.727111	7960.301123
12948.349807	7972.712614
13100.393170	7982.629143
13251.862553	7990.060359
13402.762999	7995.015764
13553.099248	7997.504722
13702.875745	7997.536476
13852.096646	7995.120159
14000.765824	7990.264807
14148.886876	7982.979376
14296.463131	7973.272752
14443.497650	7961.153760
14589.993239	7946.631185
14735.952451	7929.713773
14881.377588	7910.410252
15026.270713	7888.729339
15170.633653	7864.679750
15314.468000	7838.270213
15457.775120	7809.509481
15600.556158	7778.406337
15742.812041	7744.969607
15884.543483	7709.208173
16025.750991	7671.130977
16166.434867	7630.747036
16306.595215	7588.065447
16446.231945	7543.095401
16585.344776	7495.846187
16723.933240	7446.327205
16861.996691	7394.547972
16999.534303	7340.518131
17136.545078	7284.247461
17273.027848	7225.745881
17408.981282	7165.023465
17544.403888	7102.090440
17679.294016	7036.957202
17813.649866	6969.634319
17947.469489	6900.132537
18080.750792	6828.462793
18213.491540	6754.636212
18345.689365	6678.664124
18477.341764	6600.558060
18608.446108	6520.329768
18738.999644	6437.991211
18868.999497	6353.554575
18998.442677	6267.032277
19127.326084	6178.436967
19255.646507	6087.781535
19383.400632	5995.079113
19510.585045	5900.343083
19637.196238	5803.587080
19763.230608	5704.824995
19888.684466	5604.070979
20013.554040	5501.339448
20137.835476	5396.645086
20261.524848	5290.002847
20384.618155	5181.427958
20507.111330	5070.935924
20629.000245	4958.542527
20750.280711	4844.263830
20870.948485	4728.116177
20990.999274	4610.116199
21110.428738	4490.280809
21229.232496	4368.627207
21347.406132	4245.172881
21464.945191	4119.935605
21581.845196	3992.933439
21698.101642	3864.184732
21813.710005	3733.708118
21928.665746	3601.522517
22042.964315	3467.647133
22156.601157	3332.101452
22269.571712	3194.905243
22381.871427	3056.078550
22493.495754	2915.641697
22604.440157	2773.615278
22714.700118	2630.020159
22824.271139	2484.877470
22933.148749	2338.208607
23041.328507	2190.035221
23148.806007	2040.379217
23255.576883	1889.262751
23361.636814	1736.708218
23466.981527	1582.738254
23571.606804	1427.375725
23675.508484	1270.643723
23778.682469	1112.565557
23881.124729	953.164747
23982.831305	792.465020
24083.798316	630.490295
24184.021959	467.264683
24283.498519	302.812471
24382.224368	137.158120
