t: 4.000000 euler: 2.066594 rkO2: 0.361538 rkO4: 0.348710 energy1: 25.242328 energy2: 0.657958 energy3: 0.597350
t: 4.100000 euler: 2.359647 rkO2: 0.325460 rkO4: 0.335935 energy1: 27.718600 energy2: 0.659541 energy3: 0.597342
t: 4.200000 euler: 2.449967 rkO2: 0.256585 rkO4: 0.290478 energy1: 30.437795 energy2: 0.661128 energy3: 0.597334
t: 4.300000 euler: 2.308806 rkO2: 0.161756 rkO4: 0.216763 energy1: 33.423742 energy2: 0.662719 energy3: 0.597327
t: 4.400000 euler: 1.927303 rkO2: 0.050441 rkO4: 0.121961 energy1: 36.702611 energy2: 0.664313 energy3: 0.597319
t: 4.500000 euler: 1.319307 rkO2: -0.066212 rkO4: 0.015295 energy1: 40.303138 energy2: 0.665911 energy3: 0.597311
t: 4.600000 euler: 0.522242 rkO2: -0.176490 rkO4: -0.092857 energy1: 44.256875 energy2: 0.667513 energy3: 0.597303
t: 4.700000 euler: -0.404247 rkO2: -0.269295 rkO4: -0.191975 energy1: 48.598475 energy2: 0.669119 energy3: 0.597296
t: 4.800000 euler: -1.381968 rkO2: -0.335258 rkO4: -0.272415 energy1: 53.365985 energy2: 0.670729 energy3: 0.597288
t: 4.900000 euler: -2.320033 rkO2: -0.367684 rkO4: -0.326352 energy1: 58.601188 energy2: 0.672343 energy3: 0.597280
