T: 16.500000	M: -0.121513
T: 16.600000	M: -0.121498
T: 16.700000	M: -0.121699
T: 16.800000	M: -0.119227
T: 16.900000	M: -0.119481
T: 17.000000	M: -0.118290
T: 17.100000	M: -0.119119
T: 17.200000	M: -0.117711
T: 17.300000	M: -0.115925
T: 17.400000	M: -0.115971
