T: 6.500000	M: -0.320292
T: 6.600000	M: -0.315537
T: 6.700000	M: -0.310143
T: 6.800000	M: -0.305894
T: 6.900000	M: -0.300966
T: 7.000000	M: -0.293727
T: 7.100000	M: -0.293052
T: 7.200000	M: -0.289010
T: 7.300000	M: -0.283222
T: 7.400000	M: -0.278165
