T: 4.500000	M: -0.484942
T: 4.600000	M: -0.470895
T: 4.700000	M: -0.460531
T: 4.800000	M: -0.448333
T: 4.900000	M: -0.438613
T: 5.000000	M: -0.428472
T: 5.100000	M: -0.419664
T: 5.200000	M: -0.410797
T: 5.300000	M: -0.400661
T: 5.400000	M: -0.389678
