0.100000 0.392320
0.300000 0.200701
0.500000 0.126652
0.700000 0.091116
0.900000 0.070938
1.100000 0.058048
1.300000 0.049118
1.500000 0.042569
1.700000 0.037561
1.900000 0.033607
2.100000 0.030406
2.300000 0.027762
2.500000 0.025541
2.700000 0.023649
2.900000 0.022018
3.100000 0.020598
3.300000 0.019349
3.500000 0.018244
3.700000 0.017258
3.900000 0.016373
4.100000 0.015574
4.300000 0.014850
4.500000 0.014190
4.700000 0.013586
4.900000 0.013031
5.100000 0.012520
5.300000 0.012048
5.500000 0.011610
5.700000 0.011202
5.900000 0.010823
6.100000 0.010468
6.300000 0.010135
6.500000 0.009824
6.700000 0.009530
6.900000 0.009254
7.100000 0.008993
7.300000 0.008747
7.500000 0.008514
7.700000 0.008293
7.900000 0.008083
8.100000 0.007883
